antecedent,consequent,support,confidence,lift
"['3', '47']","['38', '23']",0.06,0.26,1.14
"['38', '47']","['3', '23']",0.06,0.16,1.09
"['3', '38']","['47', '23']",0.06,0.15,1.15
"['3', '47', '23']",['38'],0.06,0.82,1.09
"['47', '38', '23']",['3'],0.06,0.53,1.08
"['3', '38', '23']",['47'],0.06,0.47,1.06
"['3', '38', '47']",['23'],0.06,0.32,1.14
['23'],"['11', '36', '47']",0.05,0.18,1.15
['47'],"['11', '36', '23']",0.05,0.11,1.1
['11'],"['36', '47', '23']",0.05,0.1,1.08
['36'],"['11', '47', '23']",0.05,0.08,1.1
"['47', '23']","['11', '36']",0.05,0.39,1.13
"['11', '23']","['36', '47']",0.05,0.33,1.16
"['36', '23']","['11', '47']",0.05,0.27,1.15
"['11', '47']","['36', '23']",0.05,0.21,1.15
"['36', '47']","['11', '23']",0.05,0.18,1.16
"['11', '36']","['47', '23']",0.05,0.15,1.13
"['11', '47', '23']",['36'],0.05,0.69,1.1
"['36', '47', '23']",['11'],0.05,0.57,1.08
"['11', '36', '23']",['47'],0.05,0.49,1.1
"['11', '36', '47']",['23'],0.05,0.32,1.15
['23'],"['17', '36', '38']",0.08,0.28,1.21
['17'],"['36', '38', '23']",0.08,0.17,1.14
['36'],"['17', '38', '23']",0.08,0.13,1.19
['38'],"['17', '36', '23']",0.08,0.11,1.11
"['17', '23']","['36', '38']",0.08,0.61,1.25
"['36', '23']","['17', '38']",0.08,0.43,1.2
"['38', '23']","['17', '36']",0.08,0.35,1.2
"['17', '36']","['38', '23']",0.08,0.27,1.2
"['17', '38']","['36', '23']",0.08,0.22,1.2
"['36', '38']","['17', '23']",0.08,0.16,1.25
"['17', '36', '23']",['38'],0.08,0.84,1.11
"['17', '38', '23']",['36'],0.08,0.74,1.19
"['36', '38', '23']",['17'],0.08,0.52,1.14
"['17', '36', '38']",['23'],0.08,0.34,1.21
['23'],"['8', '47']",0.07,0.25,1.1
['47'],"['8', '23']",0.07,0.16,1.08
['8'],"['47', '23']",0.07,0.14,1.07
"['47', '23']",['8'],0.07,0.53,1.07
"['8', '23']",['47'],0.07,0.48,1.08
"['8', '47']",['23'],0.07,0.31,1.1
['23'],"['40', '35']",0.06,0.22,1.21
['35'],"['40', '23']",0.06,0.16,1.16
['40'],"['35', '23']",0.06,0.13,1.18
"['35', '23']",['40'],0.06,0.54,1.18
"['40', '23']",['35'],0.06,0.43,1.16
"['40', '35']",['23'],0.06,0.34,1.21
['23'],"['48', '17', '38']",0.06,0.22,1.13
['17'],"['48', '38', '23']",0.06,0.13,1.01
['48'],"['17', '38', '23']",0.06,0.12,1.07
['38'],"['48', '17', '23']",0.06,0.08,1.12
"['17', '23']","['48', '38']",0.06,0.46,1.12
"['48', '23']","['17', '38']",0.06,0.38,1.07
"['38', '23']","['48', '17']",0.06,0.27,1.13
"['48', '17']","['38', '23']",0.06,0.26,1.13
"['17', '38']","['48', '23']",0.06,0.17,1.07
"['48', '38']","['17', '23']",0.06,0.15,1.12
"['48', '17', '23']",['38'],0.06,0.85,1.12
"['17', '38', '23']",['48'],0.06,0.57,1.07
"['48', '38', '23']",['17'],0.06,0.46,1.01
"['48', '17', '38']",['23'],0.06,0.32,1.13
['23'],"['8', '28']",0.07,0.26,1.05
['28'],"['8', '23']",0.07,0.15,1.03
['8'],"['28', '23']",0.07,0.15,1.05
"['28', '23']",['8'],0.07,0.52,1.05
"['8', '23']",['28'],0.07,0.51,1.03
"['8', '28']",['23'],0.07,0.3,1.05
['23'],"['9', '28']",0.07,0.24,1.11
['9'],"['28', '23']",0.07,0.16,1.12
['28'],"['9', '23']",0.07,0.14,1.1
"['9', '23']",['28'],0.07,0.54,1.1
"['28', '23']",['9'],0.07,0.48,1.12
"['9', '28']",['23'],0.07,0.31,1.11
['23'],"['40', '11']",0.08,0.29,1.14
['40'],"['11', '23']",0.08,0.18,1.16
['11'],"['40', '23']",0.08,0.16,1.1
"['40', '23']",['11'],0.08,0.58,1.1
"['11', '23']",['40'],0.08,0.53,1.16
"['40', '11']",['23'],0.08,0.32,1.14
['23'],"['11', '35']",0.06,0.23,1.12
['35'],"['11', '23']",0.06,0.17,1.13
['11'],"['35', '23']",0.06,0.12,1.09
"['35', '23']",['11'],0.06,0.57,1.09
"['11', '23']",['35'],0.06,0.42,1.13
"['11', '35']",['23'],0.06,0.31,1.12
['23'],"['48', '38', '39']",0.06,0.22,1.13
['39'],"['48', '38', '23']",0.06,0.14,1.06
['48'],"['39', '38', '23']",0.06,0.12,1.12
['38'],"['48', '39', '23']",0.06,0.08,1.09
"['39', '23']","['48', '38']",0.06,0.48,1.16
"['48', '23']","['38', '39']",0.06,0.39,1.12
"['38', '23']","['48', '39']",0.06,0.28,1.13
"['48', '39']","['38', '23']",0.06,0.25,1.13
"['38', '39']","['48', '23']",0.06,0.18,1.12
"['48', '38']","['39', '23']",0.06,0.15,1.16
"['48', '39', '23']",['38'],0.06,0.83,1.09
"['39', '38', '23']",['48'],0.06,0.59,1.12
"['48', '38', '23']",['39'],0.06,0.48,1.06
"['48', '38', '39']",['23'],0.06,0.32,1.13
['23'],"['43', '35']",0.05,0.19,1.15
['35'],"['43', '23']",0.05,0.14,1.2
['43'],"['35', '23']",0.05,0.13,1.17
"['35', '23']",['43'],0.05,0.47,1.17
"['43', '23']",['35'],0.05,0.44,1.2
"['43', '35']",['23'],0.05,0.32,1.15
['23'],"['14', '39']",0.06,0.21,1.09
['14'],"['39', '23']",0.06,0.15,1.11
['39'],"['14', '23']",0.06,0.13,1.05
"['14', '23']",['39'],0.06,0.48,1.05
"['39', '23']",['14'],0.06,0.44,1.11
"['14', '39']",['23'],0.06,0.31,1.09
['23'],"['48', '36', '38']",0.09,0.32,1.21
['48'],"['36', '38', '23']",0.09,0.17,1.11
['36'],"['48', '38', '23']",0.09,0.14,1.09
['38'],"['48', '36', '23']",0.09,0.12,1.11
"['48', '23']","['36', '38']",0.09,0.57,1.17
"['36', '23']","['48', '38']",0.09,0.49,1.17
"['38', '23']","['48', '36']",0.09,0.4,1.2
"['48', '36']","['38', '23']",0.09,0.27,1.2
"['48', '38']","['36', '23']",0.09,0.22,1.17
"['36', '38']","['48', '23']",0.09,0.19,1.17
"['48', '36', '23']",['38'],0.09,0.84,1.11
"['48', '38', '23']",['36'],0.09,0.69,1.09
"['36', '38', '23']",['48'],0.09,0.59,1.11
"['48', '36', '38']",['23'],0.09,0.34,1.21
['23'],"['11', '48', '3']",0.05,0.18,1.17
['3'],"['48', '11', '23']",0.05,0.11,1.15
['11'],"['48', '3', '23']",0.05,0.1,1.12
['48'],"['11', '3', '23']",0.05,0.1,1.11
"['3', '23']","['48', '11']",0.05,0.34,1.16
"['11', '23']","['48', '3']",0.05,0.33,1.26
"['48', '23']","['11', '3']",0.05,0.32,1.16
"['11', '3']","['48', '23']",0.05,0.19,1.16
"['48', '3']","['11', '23']",0.05,0.19,1.26
"['48', '11']","['3', '23']",0.05,0.18,1.16
"['11', '3', '23']",['48'],0.05,0.59,1.11
"['48', '3', '23']",['11'],0.05,0.59,1.12
"['48', '11', '23']",['3'],0.05,0.56,1.15
"['11', '48', '3']",['23'],0.05,0.33,1.17
['23'],"['40', '38', '47']",0.05,0.19,1.18
['47'],"['40', '38', '23']",0.05,0.12,1.06
['40'],"['47', '38', '23']",0.05,0.12,1.08
['38'],"['40', '47', '23']",0.05,0.07,1.06
"['47', '23']","['40', '38']",0.05,0.41,1.16
"['40', '23']","['38', '47']",0.05,0.38,1.09
"['38', '23']","['40', '47']",0.05,0.24,1.16
"['40', '47']","['38', '23']",0.05,0.26,1.16
"['38', '47']","['40', '23']",0.05,0.15,1.09
"['40', '38']","['47', '23']",0.05,0.15,1.16
"['40', '47', '23']",['38'],0.05,0.8,1.06
"['47', '38', '23']",['40'],0.05,0.5,1.08
"['40', '38', '23']",['47'],0.05,0.47,1.06
"['40', '38', '47']",['23'],0.05,0.33,1.18
['23'],"['8', '17', '36']",0.06,0.2,1.29
['17'],"['8', '36', '23']",0.06,0.12,1.18
['8'],"['17', '36', '23']",0.06,0.11,1.16
['36'],"['8', '17', '23']",0.06,0.09,1.23
"['17', '23']","['8', '36']",0.06,0.42,1.3
"['8', '23']","['17', '36']",0.06,0.38,1.28
"['36', '23']","['8', '17']",0.06,0.3,1.29
"['8', '17']","['36', '23']",0.06,0.24,1.29
"['17', '36']","['8', '23']",0.06,0.19,1.28
"['8', '36']","['17', '23']",0.06,0.17,1.3
"['8', '17', '23']",['36'],0.06,0.77,1.23
"['17', '36', '23']",['8'],0.06,0.58,1.16
"['8', '36', '23']",['17'],0.06,0.54,1.18
"['8', '17', '36']",['23'],0.06,0.36,1.29
['23'],"['40', '48', '36']",0.06,0.2,1.22
['40'],"['48', '36', '23']",0.06,0.12,1.13
['48'],"['40', '36', '23']",0.06,0.11,1.09
['36'],"['40', '48', '23']",0.06,0.09,1.11
"['40', '23']","['48', '36']",0.06,0.39,1.17
"['48', '23']","['40', '36']",0.06,0.35,1.19
"['36', '23']","['40', '48']",0.06,0.3,1.2
"['40', '48']","['36', '23']",0.06,0.22,1.2
"['40', '36']","['48', '23']",0.06,0.19,1.19
"['48', '36']","['40', '23']",0.06,0.17,1.17
"['40', '48', '23']",['36'],0.06,0.7,1.11
"['40', '36', '23']",['48'],0.06,0.58,1.09
"['48', '36', '23']",['40'],0.06,0.52,1.13
"['40', '48', '36']",['23'],0.06,0.34,1.22
['23'],"['48', '43']",0.07,0.25,1.12
['43'],"['48', '23']",0.07,0.18,1.11
['48'],"['43', '23']",0.07,0.13,1.12
"['43', '23']",['48'],0.07,0.6,1.12
"['48', '23']",['43'],0.07,0.44,1.11
"['48', '43']",['23'],0.07,0.32,1.12
['23'],"['17', '11', '36']",0.06,0.2,1.18
['17'],"['11', '36', '23']",0.06,0.12,1.17
['11'],"['17', '36', '23']",0.06,0.11,1.11
['36'],"['17', '11', '23']",0.06,0.09,1.15
"['17', '23']","['11', '36']",0.06,0.42,1.22
"['11', '23']","['17', '36']",0.06,0.36,1.22
"['36', '23']","['17', '11']",0.06,0.3,1.18
"['17', '11']","['36', '23']",0.06,0.22,1.18
"['17', '36']","['11', '23']",0.06,0.19,1.22
"['11', '36']","['17', '23']",0.06,0.16,1.22
"['17', '11', '23']",['36'],0.06,0.72,1.15
"['17', '36', '23']",['11'],0.06,0.58,1.11
"['11', '36', '23']",['17'],0.06,0.53,1.17
"['17', '11', '36']",['23'],0.06,0.33,1.18
['23'],"['8', '38']",0.12,0.44,1.13
['8'],"['38', '23']",0.12,0.25,1.09
['38'],"['8', '23']",0.12,0.16,1.11
"['8', '23']",['38'],0.12,0.84,1.11
"['38', '23']",['8'],0.12,0.54,1.09
"['8', '38']",['23'],0.12,0.32,1.13
['23'],"['43', '14']",0.05,0.19,1.18
['43'],"['14', '23']",0.05,0.14,1.12
['14'],"['43', '23']",0.05,0.14,1.15
"['43', '23']",['14'],0.05,0.45,1.15
"['14', '23']",['43'],0.05,0.45,1.12
"['43', '14']",['23'],0.05,0.33,1.18
['23'],"['40', '8']",0.08,0.28,1.13
['40'],"['8', '23']",0.08,0.17,1.18
['8'],"['40', '23']",0.08,0.16,1.12
"['40', '23']",['8'],0.08,0.56,1.12
"['8', '23']",['40'],0.08,0.54,1.18
"['40', '8']",['23'],0.08,0.32,1.13
['23'],"['3', '47']",0.07,0.25,1.11
['47'],"['3', '23']",0.07,0.16,1.03
['3'],"['47', '23']",0.07,0.14,1.09
"['47', '23']",['3'],0.07,0.53,1.09
"['3', '23']",['47'],0.07,0.46,1.03
"['3', '47']",['23'],0.07,0.31,1.11
['23'],"['8', '35']",0.06,0.21,1.1
['35'],"['8', '23']",0.06,0.16,1.11
['8'],"['35', '23']",0.06,0.12,1.07
"['35', '23']",['8'],0.06,0.53,1.07
"['8', '23']",['35'],0.06,0.41,1.11
"['8', '35']",['23'],0.06,0.31,1.1
['23'],"['3', '28']",0.08,0.27,1.08
['28'],"['3', '23']",0.08,0.16,1.03
['3'],"['28', '23']",0.08,0.16,1.1
"['28', '23']",['3'],0.08,0.54,1.1
"['3', '23']",['28'],0.08,0.5,1.03
"['3', '28']",['23'],0.08,0.3,1.08
['23'],"['48', '35', '38']",0.06,0.22,1.32
['35'],"['48', '38', '23']",0.06,0.16,1.25
['48'],"['35', '38', '23']",0.06,0.11,1.22
['38'],"['48', '35', '23']",0.06,0.08,1.13
"['35', '23']","['48', '38']",0.06,0.54,1.3
"['48', '23']","['35', '38']",0.06,0.38,1.32
"['38', '23']","['48', '35']",0.06,0.27,1.3
"['48', '35']","['38', '23']",0.06,0.29,1.3
"['35', '38']","['48', '23']",0.06,0.21,1.32
"['48', '38']","['35', '23']",0.06,0.15,1.3
"['48', '35', '23']",['38'],0.06,0.86,1.13
"['35', '38', '23']",['48'],0.06,0.65,1.22
"['48', '38', '23']",['35'],0.06,0.46,1.25
"['48', '35', '38']",['23'],0.06,0.37,1.32
['23'],"['48', '36', '14']",0.05,0.18,1.25
['14'],"['48', '36', '23']",0.05,0.13,1.17
['48'],"['36', '14', '23']",0.05,0.09,1.13
['36'],"['48', '14', '23']",0.05,0.08,1.16
"['14', '23']","['48', '36']",0.05,0.41,1.23
"['48', '23']","['36', '14']",0.05,0.31,1.24
"['36', '23']","['48', '14']",0.05,0.27,1.22
"['48', '14']","['36', '23']",0.05,0.23,1.22
"['36', '14']","['48', '23']",0.05,0.2,1.24
"['48', '36']","['14', '23']",0.05,0.15,1.23
"['48', '14', '23']",['36'],0.05,0.73,1.16
"['36', '14', '23']",['48'],0.05,0.6,1.13
"['48', '36', '23']",['14'],0.05,0.46,1.17
"['48', '36', '14']",['23'],0.05,0.35,1.25
['23'],"['40', '9']",0.06,0.23,1.13
['9'],"['40', '23']",0.06,0.15,1.04
['40'],"['9', '23']",0.06,0.14,1.1
"['9', '23']",['40'],0.06,0.5,1.1
"['40', '23']",['9'],0.06,0.45,1.04
"['40', '9']",['23'],0.06,0.32,1.13
['23'],['35'],0.11,0.4,1.09
['35'],['23'],0.11,0.3,1.09
['23'],"['40', '29']",0.05,0.2,1.09
['29'],"['40', '23']",0.05,0.14,0.99
['40'],"['29', '23']",0.05,0.12,1.06
"['29', '23']",['40'],0.05,0.48,1.06
"['40', '23']",['29'],0.05,0.39,0.99
"['40', '29']",['23'],0.05,0.31,1.09
['23'],"['40', '43']",0.07,0.24,1.19
['43'],"['40', '23']",0.07,0.17,1.16
['40'],"['43', '23']",0.07,0.14,1.21
"['43', '23']",['40'],0.07,0.55,1.21
"['40', '23']",['43'],0.07,0.47,1.16
"['40', '43']",['23'],0.07,0.33,1.19
['23'],"['3', '43', '38']",0.05,0.19,1.18
['43'],"['3', '38', '23']",0.05,0.13,1.11
['3'],"['43', '38', '23']",0.05,0.11,1.11
['38'],"['3', '43', '23']",0.05,0.07,1.06
"['43', '23']","['3', '38']",0.05,0.45,1.19
"['3', '23']","['43', '38']",0.05,0.35,1.12
"['38', '23']","['3', '43']",0.05,0.24,1.18
"['3', '43']","['38', '23']",0.05,0.26,1.18
"['43', '38']","['3', '23']",0.05,0.17,1.12
"['3', '38']","['43', '23']",0.05,0.14,1.19
"['3', '43', '23']",['38'],0.05,0.8,1.06
"['43', '38', '23']",['3'],0.05,0.54,1.11
"['3', '38', '23']",['43'],0.05,0.44,1.11
"['3', '43', '38']",['23'],0.05,0.33,1.18
['23'],"['40', '28', '36']",0.05,0.18,1.23
['28'],"['40', '36', '23']",0.05,0.1,1.09
['40'],"['28', '36', '23']",0.05,0.11,1.12
['36'],"['40', '28', '23']",0.05,0.08,1.14
"['28', '23']","['40', '36']",0.05,0.36,1.23
"['40', '23']","['28', '36']",0.05,0.36,1.13
"['36', '23']","['40', '28']",0.05,0.27,1.2
"['40', '28']","['36', '23']",0.05,0.22,1.2
"['28', '36']","['40', '23']",0.05,0.16,1.13
"['40', '36']","['28', '23']",0.05,0.17,1.23
"['40', '28', '23']",['36'],0.05,0.71,1.14
"['28', '36', '23']",['40'],0.05,0.51,1.12
"['40', '36', '23']",['28'],0.05,0.53,1.09
"['40', '28', '36']",['23'],0.05,0.34,1.23
['23'],"['8', '48', '36']",0.06,0.22,1.22
['8'],"['48', '36', '23']",0.06,0.12,1.12
['48'],"['8', '36', '23']",0.06,0.11,1.12
['36'],"['8', '48', '23']",0.06,0.1,1.1
"['8', '23']","['48', '36']",0.06,0.41,1.23
"['48', '23']","['8', '36']",0.06,0.38,1.17
"['36', '23']","['8', '48']",0.06,0.32,1.19
"['8', '48']","['36', '23']",0.06,0.22,1.19
"['8', '36']","['48', '23']",0.06,0.19,1.17
"['48', '36']","['8', '23']",0.06,0.18,1.23
"['8', '48', '23']",['36'],0.06,0.69,1.1
"['8', '36', '23']",['48'],0.06,0.6,1.12
"['48', '36', '23']",['8'],0.06,0.56,1.12
"['8', '48', '36']",['23'],0.06,0.34,1.22
['23'],"['35', '47']",0.06,0.2,1.14
['35'],"['47', '23']",0.06,0.15,1.14
['47'],"['35', '23']",0.06,0.12,1.11
"['35', '23']",['47'],0.06,0.49,1.11
"['47', '23']",['35'],0.06,0.42,1.14
"['35', '47']",['23'],0.06,0.32,1.14
['23'],"['9', '11']",0.08,0.27,1.13
['9'],"['11', '23']",0.08,0.18,1.14
['11'],"['9', '23']",0.08,0.15,1.14
"['9', '23']",['11'],0.08,0.59,1.14
"['11', '23']",['9'],0.08,0.49,1.14
"['9', '11']",['23'],0.08,0.32,1.13
['23'],"['17', '3', '36']",0.05,0.19,1.29
['17'],"['3', '36', '23']",0.05,0.12,1.14
['3'],"['17', '36', '23']",0.05,0.11,1.17
['36'],"['17', '3', '23']",0.05,0.09,1.15
"['17', '23']","['3', '36']",0.05,0.41,1.31
"['3', '23']","['17', '36']",0.05,0.36,1.21
"['36', '23']","['17', '3']",0.05,0.29,1.26
"['17', '3']","['36', '23']",0.05,0.24,1.26
"['17', '36']","['3', '23']",0.05,0.18,1.21
"['3', '36']","['17', '23']",0.05,0.17,1.31
"['17', '3', '23']",['36'],0.05,0.72,1.15
"['17', '36', '23']",['3'],0.05,0.57,1.17
"['3', '36', '23']",['17'],0.05,0.52,1.14
"['17', '3', '36']",['23'],0.05,0.36,1.29
['23'],"['11', '29']",0.06,0.22,1.05
['29'],"['11', '23']",0.06,0.16,1.05
['11'],"['29', '23']",0.06,0.12,1.06
"['29', '23']",['11'],0.06,0.55,1.06
"['11', '23']",['29'],0.06,0.41,1.05
"['11', '29']",['23'],0.06,0.3,1.05
['23'],"['40', '3']",0.08,0.27,1.19
['40'],"['3', '23']",0.08,0.17,1.09
['3'],"['40', '23']",0.08,0.16,1.1
"['40', '23']",['3'],0.08,0.53,1.1
"['3', '23']",['40'],0.08,0.5,1.09
"['40', '3']",['23'],0.08,0.33,1.19
['23'],"['8', '3', '36']",0.06,0.21,1.27
['8'],"['3', '36', '23']",0.06,0.12,1.14
['3'],"['8', '36', '23']",0.06,0.12,1.18
['36'],"['8', '3', '23']",0.06,0.09,1.17
"['8', '23']","['3', '36']",0.06,0.4,1.28
"['3', '23']","['8', '36']",0.06,0.39,1.2
"['36', '23']","['8', '3']",0.06,0.31,1.27
"['8', '3']","['36', '23']",0.06,0.24,1.27
"['8', '36']","['3', '23']",0.06,0.18,1.2
"['3', '36']","['8', '23']",0.06,0.19,1.28
"['8', '3', '23']",['36'],0.06,0.73,1.17
"['8', '36', '23']",['3'],0.06,0.58,1.18
"['3', '36', '23']",['8'],0.06,0.57,1.14
"['8', '3', '36']",['23'],0.06,0.36,1.27
['23'],"['3', '35']",0.06,0.22,1.22
['35'],"['3', '23']",0.06,0.17,1.12
['3'],"['35', '23']",0.06,0.13,1.15
"['35', '23']",['3'],0.06,0.56,1.15
"['3', '23']",['35'],0.06,0.42,1.12
"['3', '35']",['23'],0.06,0.34,1.22
['23'],"['8', '11']",0.09,0.3,1.1
['8'],"['11', '23']",0.09,0.17,1.12
['11'],"['8', '23']",0.09,0.16,1.12
"['8', '23']",['11'],0.09,0.59,1.12
"['11', '23']",['8'],0.09,0.56,1.12
"['8', '11']",['23'],0.09,0.31,1.1
['23'],"['17', '36']",0.1,0.34,1.15
['17'],"['36', '23']",0.1,0.21,1.12
['36'],"['17', '23']",0.1,0.15,1.15
"['17', '23']",['36'],0.1,0.72,1.15
"['36', '23']",['17'],0.1,0.51,1.12
"['17', '36']",['23'],0.1,0.32,1.15
['23'],['28'],0.14,0.5,1.03
['28'],['23'],0.14,0.29,1.03
['23'],"['8', '9']",0.07,0.25,1.09
['9'],"['8', '23']",0.07,0.16,1.09
['8'],"['9', '23']",0.07,0.14,1.09
"['9', '23']",['8'],0.07,0.54,1.09
"['8', '23']",['9'],0.07,0.47,1.09
"['8', '9']",['23'],0.07,0.31,1.09
['23'],['38'],0.23,0.8,1.06
['38'],['23'],0.23,0.3,1.06
['23'],"['8', '29']",0.06,0.22,1.09
['29'],"['8', '23']",0.06,0.16,1.11
['8'],"['29', '23']",0.06,0.13,1.12
"['29', '23']",['8'],0.06,0.56,1.12
"['8', '23']",['29'],0.06,0.43,1.11
"['8', '29']",['23'],0.06,0.31,1.09
['23'],"['17', '43']",0.06,0.21,1.08
['43'],"['17', '23']",0.06,0.15,1.14
['17'],"['43', '23']",0.06,0.13,1.1
"['43', '23']",['17'],0.06,0.5,1.1
"['17', '23']",['43'],0.06,0.46,1.14
"['17', '43']",['23'],0.06,0.3,1.08
['23'],"['36', '14']",0.08,0.3,1.18
['14'],"['36', '23']",0.08,0.21,1.14
['36'],"['14', '23']",0.08,0.13,1.1
"['14', '23']",['36'],0.08,0.69,1.1
"['36', '23']",['14'],0.08,0.45,1.14
"['36', '14']",['23'],0.08,0.33,1.18
['23'],"['9', '38', '47']",0.05,0.19,1.19
['9'],"['47', '38', '23']",0.05,0.13,1.16
['47'],"['9', '38', '23']",0.05,0.12,1.17
['38'],"['9', '47', '23']",0.05,0.07,1.11
"['9', '23']","['38', '47']",0.05,0.43,1.22
"['47', '23']","['9', '38']",0.05,0.41,1.24
"['38', '23']","['9', '47']",0.05,0.24,1.15
"['9', '47']","['38', '23']",0.05,0.26,1.15
"['9', '38']","['47', '23']",0.05,0.16,1.24
"['38', '47']","['9', '23']",0.05,0.16,1.22
"['9', '47', '23']",['38'],0.05,0.84,1.11
"['9', '38', '23']",['47'],0.05,0.52,1.17
"['47', '38', '23']",['9'],0.05,0.5,1.16
"['9', '38', '47']",['23'],0.05,0.33,1.19
['23'],"['48', '36']",0.11,0.39,1.15
['48'],"['36', '23']",0.11,0.2,1.09
['36'],"['48', '23']",0.11,0.17,1.08
"['48', '23']",['36'],0.11,0.68,1.08
"['36', '23']",['48'],0.11,0.58,1.09
"['48', '36']",['23'],0.11,0.32,1.15
['23'],"['38', '9', '17']",0.05,0.19,1.12
['9'],"['17', '38', '23']",0.05,0.12,1.13
['17'],"['9', '38', '23']",0.05,0.11,1.1
['38'],"['9', '17', '23']",0.05,0.07,1.09
"['9', '23']","['17', '38']",0.05,0.41,1.15
"['17', '23']","['9', '38']",0.05,0.4,1.19
"['38', '23']","['9', '17']",0.05,0.23,1.12
"['9', '17']","['38', '23']",0.05,0.25,1.12
"['9', '38']","['17', '23']",0.05,0.16,1.19
"['17', '38']","['9', '23']",0.05,0.15,1.15
"['9', '17', '23']",['38'],0.05,0.83,1.09
"['9', '38', '23']",['17'],0.05,0.5,1.1
"['17', '38', '23']",['9'],0.05,0.49,1.13
"['38', '9', '17']",['23'],0.05,0.32,1.12
['23'],"['43', '47']",0.06,0.21,1.07
['43'],"['47', '23']",0.06,0.15,1.1
['47'],"['43', '23']",0.06,0.13,1.09
"['43', '23']",['47'],0.06,0.49,1.09
"['47', '23']",['43'],0.06,0.44,1.1
"['43', '47']",['23'],0.06,0.3,1.07
['23'],"['29', '47']",0.05,0.19,1.04
['29'],"['47', '23']",0.05,0.13,1.01
['47'],"['29', '23']",0.05,0.12,1.03
"['29', '23']",['47'],0.05,0.46,1.03
"['47', '23']",['29'],0.05,0.4,1.01
"['29', '47']",['23'],0.05,0.29,1.04
['23'],"['33', '36']",0.06,0.21,1.09
['33'],"['36', '23']",0.06,0.19,1.03
['36'],"['33', '23']",0.06,0.09,1.12
"['33', '23']",['36'],0.06,0.7,1.12
"['36', '23']",['33'],0.06,0.31,1.03
"['33', '36']",['23'],0.06,0.3,1.09
['23'],"['48', '47']",0.08,0.28,1.15
['47'],"['48', '23']",0.08,0.17,1.09
['48'],"['47', '23']",0.08,0.15,1.11
"['47', '23']",['48'],0.08,0.59,1.11
"['48', '23']",['47'],0.08,0.49,1.09
"['48', '47']",['23'],0.08,0.32,1.15
['23'],"['48', '28']",0.08,0.3,1.12
['28'],"['48', '23']",0.08,0.17,1.08
['48'],"['28', '23']",0.08,0.16,1.13
"['28', '23']",['48'],0.08,0.6,1.13
"['48', '23']",['28'],0.08,0.53,1.08
"['48', '28']",['23'],0.08,0.31,1.12
['23'],"['3', '36']",0.1,0.37,1.18
['3'],"['36', '23']",0.1,0.21,1.14
['36'],"['3', '23']",0.1,0.16,1.09
"['3', '23']",['36'],0.1,0.68,1.09
"['36', '23']",['3'],0.1,0.55,1.14
"['3', '36']",['23'],0.1,0.33,1.18
['23'],"['40', '36', '38']",0.08,0.28,1.24
['40'],"['36', '38', '23']",0.08,0.17,1.13
['36'],"['40', '38', '23']",0.08,0.13,1.12
['38'],"['40', '36', '23']",0.08,0.11,1.09
"['40', '23']","['36', '38']",0.08,0.56,1.16
"['36', '23']","['40', '38']",0.08,0.43,1.21
"['38', '23']","['40', '36']",0.08,0.35,1.21
"['40', '36']","['38', '23']",0.08,0.27,1.21
"['40', '38']","['36', '23']",0.08,0.23,1.21
"['36', '38']","['40', '23']",0.08,0.16,1.16
"['40', '36', '23']",['38'],0.08,0.83,1.09
"['40', '38', '23']",['36'],0.08,0.7,1.12
"['36', '38', '23']",['40'],0.08,0.52,1.13
"['40', '36', '38']",['23'],0.08,0.35,1.24
['23'],"['9', '3']",0.07,0.26,1.18
['9'],"['3', '23']",0.07,0.17,1.11
['3'],"['9', '23']",0.07,0.15,1.17
"['9', '23']",['3'],0.07,0.57,1.17
"['3', '23']",['9'],0.07,0.48,1.11
"['9', '3']",['23'],0.07,0.33,1.18
['23'],"['3', '29']",0.06,0.22,1.16
['29'],"['3', '23']",0.06,0.16,1.03
['3'],"['29', '23']",0.06,0.13,1.11
"['29', '23']",['3'],0.06,0.54,1.11
"['3', '23']",['29'],0.06,0.4,1.03
"['3', '29']",['23'],0.06,0.33,1.16
['23'],"['28', '38', '47']",0.06,0.21,1.16
['47'],"['28', '38', '23']",0.06,0.13,1.13
['28'],"['47', '38', '23']",0.06,0.12,1.13
['38'],"['28', '47', '23']",0.06,0.08,1.15
"['47', '23']","['28', '38']",0.06,0.45,1.2
"['28', '23']","['38', '47']",0.06,0.42,1.21
"['38', '23']","['28', '47']",0.06,0.27,1.17
"['28', '47']","['38', '23']",0.06,0.26,1.17
"['38', '47']","['28', '23']",0.06,0.17,1.21
"['28', '38']","['47', '23']",0.06,0.16,1.2
"['28', '47', '23']",['38'],0.06,0.87,1.15
"['47', '38', '23']",['28'],0.06,0.55,1.13
"['28', '38', '23']",['47'],0.06,0.51,1.13
"['28', '38', '47']",['23'],0.06,0.32,1.16
['23'],"['9', '3', '38']",0.06,0.21,1.21
['9'],"['3', '38', '23']",0.06,0.14,1.13
['3'],"['9', '38', '23']",0.06,0.12,1.17
['38'],"['9', '3', '23']",0.06,0.08,1.08
"['9', '23']","['3', '38']",0.06,0.46,1.23
"['3', '23']","['9', '38']",0.06,0.39,1.17
"['38', '23']","['9', '3']",0.06,0.26,1.2
"['9', '3']","['38', '23']",0.06,0.27,1.2
"['9', '38']","['3', '23']",0.06,0.18,1.17
