antecedent,consequent,support,confidence,lift
"['8', '38']","['33', '36']",0.08,0.22,1.15
"['8', '33', '36']",['38'],0.08,0.81,1.06
"['8', '33', '38']",['36'],0.08,0.66,1.05
"['33', '36', '38']",['8'],0.08,0.56,1.13
"['8', '36', '38']",['33'],0.08,0.33,1.09
"['40', '33']","['8', '36']",0.05,0.38,1.18
"['8', '33']","['40', '36']",0.05,0.33,1.12
"['33', '36']","['40', '8']",0.05,0.28,1.14
"['40', '8']","['33', '36']",0.05,0.22,1.14
"['40', '33', '8']",['36'],0.05,0.65,1.03
"['40', '33', '36']",['8'],0.05,0.58,1.18
"['8', '33', '36']",['40'],0.05,0.52,1.13
"['40', '8', '36']",['33'],0.05,0.33,1.09
['33'],"['8', '9', '38']",0.07,0.22,1.21
"['33', '9']","['8', '38']",0.07,0.48,1.25
"['8', '33']","['9', '38']",0.07,0.41,1.22
"['33', '38']","['8', '9']",0.07,0.29,1.27
"['8', '9']","['33', '38']",0.07,0.3,1.27
"['9', '38']","['8', '33']",0.07,0.2,1.22
"['8', '33', '9']",['38'],0.07,0.82,1.08
"['38', '33', '9']",['8'],0.07,0.6,1.21
"['8', '33', '38']",['9'],0.07,0.52,1.21
"['8', '9', '38']",['33'],0.07,0.37,1.21
"['33', '9']","['48', '11']",0.05,0.37,1.27
"['48', '33']","['9', '11']",0.05,0.3,1.24
"['33', '11']","['48', '9']",0.05,0.3,1.28
"['48', '9']","['33', '11']",0.05,0.22,1.28
"['9', '11']","['48', '33']",0.05,0.21,1.24
"['48', '33', '9']",['11'],0.05,0.63,1.22
"['33', '11', '9']",['48'],0.05,0.62,1.18
"['48', '33', '11']",['9'],0.05,0.51,1.17
"['48', '9', '11']",['33'],0.05,0.36,1.2
['33'],"['36', '38', '47']",0.08,0.25,1.09
"['33', '47']","['36', '38']",0.08,0.52,1.08
"['33', '36']","['38', '47']",0.08,0.4,1.14
"['33', '38']","['36', '47']",0.08,0.32,1.13
"['36', '47']","['33', '38']",0.08,0.26,1.13
"['38', '47']","['33', '36']",0.08,0.22,1.14
"['33', '36', '47']",['38'],0.08,0.82,1.09
"['33', '38', '47']",['36'],0.08,0.66,1.06
"['33', '36', '38']",['47'],0.08,0.5,1.13
"['36', '38', '47']",['33'],0.08,0.33,1.09
"['33', '35']","['28', '38']",0.06,0.48,1.27
"['33', '28']","['35', '38']",0.06,0.37,1.29
"['33', '38']","['35', '28']",0.06,0.25,1.28
"['35', '28']","['33', '38']",0.06,0.3,1.28
"['35', '38']","['33', '28']",0.06,0.2,1.29
"['33', '35', '28']",['38'],0.06,0.85,1.12
"['33', '35', '38']",['28'],0.06,0.61,1.24
"['33', '28', '38']",['35'],0.06,0.47,1.28
"['35', '28', '38']",['33'],0.06,0.36,1.19
['33'],"['17', '11', '38']",0.07,0.23,1.14
"['33', '17']","['11', '38']",0.07,0.48,1.17
"['33', '11']","['17', '38']",0.07,0.41,1.15
"['33', '38']","['17', '11']",0.07,0.3,1.19
"['17', '11']","['33', '38']",0.07,0.28,1.19
"['33', '11', '17']",['38'],0.07,0.83,1.1
"['38', '33', '17']",['11'],0.07,0.58,1.11
"['33', '11', '38']",['17'],0.07,0.53,1.17
"['17', '11', '38']",['33'],0.07,0.34,1.14
['33'],"['43', '39']",0.06,0.2,1.13
"['33', '43']",['39'],0.06,0.5,1.11
"['33', '39']",['43'],0.06,0.41,1.03
"['43', '39']",['33'],0.06,0.34,1.13
['33'],"['11', '38']",0.13,0.43,1.06
['11'],"['33', '38']",0.13,0.25,1.08
"['33', '11']",['38'],0.13,0.77,1.02
"['33', '38']",['11'],0.13,0.56,1.08
"['11', '38']",['33'],0.13,0.32,1.06
['33'],"['3', '43']",0.06,0.21,1.04
"['33', '43']",['3'],0.06,0.52,1.07
"['33', '3']",['43'],0.06,0.41,1.02
"['3', '43']",['33'],0.06,0.31,1.04
['33'],"['11', '36', '38']",0.08,0.28,1.03
"['33', '11']","['36', '38']",0.08,0.5,1.02
"['33', '36']","['11', '38']",0.08,0.44,1.08
"['33', '38']","['11', '36']",0.08,0.36,1.05
"['11', '36']","['33', '38']",0.08,0.25,1.05
"['11', '38']","['33', '36']",0.08,0.21,1.08
"['33', '11', '36']",['38'],0.08,0.78,1.04
"['33', '11', '38']",['36'],0.08,0.64,1.02
"['33', '36', '38']",['11'],0.08,0.56,1.07
"['11', '36', '38']",['33'],0.08,0.31,1.03
['33'],"['9', '14']",0.07,0.22,1.2
"['33', '14']",['9'],0.07,0.49,1.14
"['33', '9']",['14'],0.07,0.47,1.19
"['9', '14']",['33'],0.07,0.36,1.2
['33'],['43'],0.12,0.4,1.0
['43'],['33'],0.12,0.3,1.0
['33'],"['48', '39']",0.08,0.28,1.12
"['33', '39']",['48'],0.08,0.57,1.08
"['48', '33']",['39'],0.08,0.49,1.08
"['48', '39']",['33'],0.08,0.34,1.12
['33'],"['35', '36']",0.08,0.26,1.06
['35'],"['33', '36']",0.08,0.22,1.13
"['33', '35']",['36'],0.08,0.66,1.05
"['33', '36']",['35'],0.08,0.42,1.13
"['35', '36']",['33'],0.08,0.32,1.06
"['33', '28']","['11', '36']",0.06,0.35,1.03
"['33', '11']","['28', '36']",0.06,0.33,1.03
"['33', '36']","['11', '28']",0.06,0.29,1.11
"['11', '28']","['33', '36']",0.06,0.21,1.11
"['33', '11', '28']",['36'],0.06,0.63,1.01
"['33', '28', '36']",['11'],0.06,0.54,1.04
"['33', '11', '36']",['28'],0.06,0.52,1.06
"['11', '28', '36']",['33'],0.06,0.32,1.05
"['40', '33']","['38', '47']",0.06,0.4,1.16
"['33', '47']","['40', '38']",0.06,0.4,1.14
"['33', '38']","['40', '47']",0.06,0.25,1.21
"['40', '47']","['33', '38']",0.06,0.28,1.21
"['40', '33', '47']",['38'],0.06,0.81,1.07
"['40', '33', '38']",['47'],0.06,0.51,1.14
"['33', '38', '47']",['40'],0.06,0.51,1.11
"['40', '38', '47']",['33'],0.06,0.36,1.18
['33'],"['8', '48', '36']",0.06,0.21,1.17
"['8', '33']","['48', '36']",0.06,0.38,1.14
"['48', '33']","['8', '36']",0.06,0.36,1.13
"['33', '36']","['8', '48']",0.06,0.33,1.2
"['8', '48']","['33', '36']",0.06,0.23,1.2
"['8', '33', '48']",['36'],0.06,0.66,1.05
"['8', '33', '36']",['48'],0.06,0.6,1.13
"['48', '33', '36']",['8'],0.06,0.56,1.12
"['8', '48', '36']",['33'],0.06,0.36,1.17
"['33', '21']",['48'],0.06,0.58,1.1
"['48', '33']",['21'],0.06,0.32,1.02
"['48', '21']",['33'],0.06,0.33,1.08
['33'],"['48', '17', '38']",0.07,0.23,1.18
"['33', '17']","['48', '38']",0.07,0.47,1.13
"['48', '33']","['17', '38']",0.07,0.4,1.11
"['33', '38']","['48', '17']",0.07,0.3,1.24
"['48', '17']","['33', '38']",0.07,0.29,1.24
"['48', '33', '17']",['38'],0.07,0.83,1.1
"['38', '33', '17']",['48'],0.07,0.57,1.08
"['48', '33', '38']",['17'],0.07,0.51,1.12
"['48', '17', '38']",['33'],0.07,0.36,1.18
['33'],"['48', '38']",0.13,0.44,1.07
['48'],"['33', '38']",0.13,0.25,1.08
"['48', '33']",['38'],0.13,0.77,1.02
"['33', '38']",['48'],0.13,0.57,1.08
"['48', '38']",['33'],0.13,0.32,1.07
"['33', '14']","['8', '36']",0.05,0.38,1.19
"['8', '33']","['36', '14']",0.05,0.31,1.21
"['33', '36']","['8', '14']",0.05,0.26,1.29
"['8', '14']","['33', '36']",0.05,0.25,1.29
"['8', '33', '14']",['36'],0.05,0.65,1.04
"['33', '36', '14']",['8'],0.05,0.6,1.21
"['8', '33', '36']",['14'],0.05,0.48,1.22
"['8', '36', '14']",['33'],0.05,0.38,1.25
"['33', '14']","['48', '36']",0.05,0.38,1.14
"['48', '33']","['36', '14']",0.05,0.29,1.15
"['33', '36']","['48', '14']",0.05,0.26,1.2
"['48', '14']","['33', '36']",0.05,0.23,1.2
"['48', '33', '14']",['36'],0.05,0.66,1.05
"['33', '36', '14']",['48'],0.05,0.6,1.14
"['48', '33', '36']",['14'],0.05,0.45,1.13
"['48', '36', '14']",['33'],0.05,0.35,1.17
['33'],"['43', '38']",0.1,0.32,1.02
['43'],"['33', '38']",0.1,0.24,1.04
"['33', '43']",['38'],0.1,0.8,1.05
"['33', '38']",['43'],0.1,0.42,1.04
"['43', '38']",['33'],0.1,0.31,1.02
['33'],"['11', '29']",0.07,0.23,1.08
"['33', '29']",['11'],0.07,0.59,1.13
"['33', '11']",['29'],0.07,0.41,1.04
"['11', '29']",['33'],0.07,0.33,1.08
['33'],"['17', '35']",0.06,0.2,1.15
"['33', '35']",['17'],0.06,0.5,1.09
"['33', '17']",['35'],0.06,0.41,1.12
"['17', '35']",['33'],0.06,0.35,1.15
['33'],"['36', '14']",0.08,0.28,1.09
['14'],"['33', '36']",0.08,0.21,1.11
"['33', '14']",['36'],0.08,0.63,1.01
"['33', '36']",['14'],0.08,0.44,1.11
"['36', '14']",['33'],0.08,0.33,1.09
['33'],"['17', '3', '38']",0.06,0.21,1.13
"['33', '17']","['3', '38']",0.06,0.43,1.14
"['33', '3']","['17', '38']",0.06,0.41,1.14
"['33', '38']","['17', '3']",0.06,0.27,1.18
"['17', '3']","['33', '38']",0.06,0.27,1.18
"['33', '3', '17']",['38'],0.06,0.83,1.1
"['38', '33', '17']",['3'],0.06,0.52,1.08
"['33', '3', '38']",['17'],0.06,0.53,1.15
"['17', '3', '38']",['33'],0.06,0.34,1.13
['33'],"['48', '38', '39']",0.07,0.22,1.11
"['33', '39']","['48', '38']",0.07,0.45,1.09
"['48', '33']","['38', '39']",0.07,0.38,1.09
"['33', '38']","['48', '39']",0.07,0.29,1.15
"['48', '39']","['33', '38']",0.07,0.27,1.15
"['48', '33', '39']",['38'],0.07,0.79,1.04
"['33', '38', '39']",['48'],0.07,0.57,1.07
"['48', '33', '38']",['39'],0.07,0.5,1.1
"['48', '38', '39']",['33'],0.07,0.34,1.11
['33'],"['11', '47']",0.08,0.27,1.14
"['33', '47']",['11'],0.08,0.57,1.09
"['33', '11']",['47'],0.08,0.49,1.09
"['11', '47']",['33'],0.08,0.35,1.14
['33'],"['3', '38']",0.12,0.4,1.05
['3'],"['33', '38']",0.12,0.25,1.06
"['33', '3']",['38'],0.12,0.77,1.02
"['33', '38']",['3'],0.12,0.52,1.06
"['3', '38']",['33'],0.12,0.32,1.05
['33'],['17'],0.15,0.49,1.06
['17'],['33'],0.15,0.32,1.06
['33'],['39'],0.15,0.49,1.07
['39'],['33'],0.15,0.33,1.07
['33'],"['3', '28', '38']",0.07,0.22,1.08
"['33', '3']","['28', '38']",0.07,0.42,1.12
"['33', '28']","['3', '38']",0.07,0.42,1.12
"['33', '38']","['3', '28']",0.07,0.28,1.13
"['3', '28']","['33', '38']",0.07,0.26,1.13
"['33', '3', '28']",['38'],0.07,0.77,1.01
"['33', '3', '38']",['28'],0.07,0.55,1.12
"['33', '28', '38']",['3'],0.07,0.53,1.1
"['3', '28', '38']",['33'],0.07,0.33,1.08
"['33', '29']",['47'],0.06,0.49,1.09
"['33', '47']",['29'],0.06,0.4,1.01
"['29', '47']",['33'],0.06,0.32,1.06
['33'],"['17', '14']",0.07,0.22,1.14
"['33', '14']",['17'],0.07,0.5,1.08
"['33', '17']",['14'],0.07,0.45,1.13
"['17', '14']",['33'],0.07,0.34,1.14
['33'],"['40', '8']",0.08,0.28,1.11
"['40', '33']",['8'],0.08,0.59,1.18
"['8', '33']",['40'],0.08,0.51,1.11
"['40', '8']",['33'],0.08,0.34,1.11
['33'],['3'],0.16,0.51,1.05
['3'],['33'],0.16,0.32,1.05
['33'],"['48', '38', '47']",0.07,0.22,1.14
"['33', '47']","['48', '38']",0.07,0.47,1.13
"['48', '33']","['38', '47']",0.07,0.39,1.12
"['33', '38']","['48', '47']",0.07,0.29,1.2
"['48', '47']","['33', '38']",0.07,0.28,1.2
"['48', '33', '47']",['38'],0.07,0.82,1.08
"['33', '38', '47']",['48'],0.07,0.59,1.11
"['48', '33', '38']",['47'],0.07,0.5,1.13
"['48', '38', '47']",['33'],0.07,0.35,1.14
"['33', '9']","['8', '36']",0.05,0.4,1.23
"['8', '33']","['9', '36']",0.05,0.33,1.21
"['33', '36']","['8', '9']",0.05,0.29,1.27
"['8', '9']","['33', '36']",0.05,0.24,1.27
"['8', '33', '9']",['36'],0.05,0.67,1.07
"['33', '36', '9']",['8'],0.05,0.59,1.19
"['8', '33', '36']",['9'],0.05,0.52,1.21
"['8', '9', '36']",['33'],0.05,0.38,1.24
['33'],"['28', '38', '39']",0.06,0.21,1.12
"['33', '39']","['28', '38']",0.06,0.42,1.12
"['33', '28']","['38', '39']",0.06,0.4,1.13
"['33', '38']","['28', '39']",0.06,0.27,1.16
"['28', '39']","['33', '38']",0.06,0.27,1.16
"['33', '28', '39']",['38'],0.06,0.8,1.06
"['33', '38', '39']",['28'],0.06,0.53,1.09
"['33', '28', '38']",['39'],0.06,0.51,1.12
"['28', '38', '39']",['33'],0.06,0.34,1.12
['33'],"['17', '36', '38']",0.08,0.26,1.13
"['33', '17']","['36', '38']",0.08,0.55,1.12
"['33', '36']","['17', '38']",0.08,0.42,1.18
"['33', '38']","['17', '36']",0.08,0.34,1.17
"['17', '36']","['33', '38']",0.08,0.27,1.17
"['17', '38']","['33', '36']",0.08,0.22,1.18
"['33', '36', '17']",['38'],0.08,0.84,1.11
"['38', '33', '17']",['36'],0.08,0.66,1.06
"['33', '36', '38']",['17'],0.08,0.53,1.17
"['17', '36', '38']",['33'],0.08,0.34,1.13
"['33', '28']","['8', '36']",0.06,0.35,1.1
"['8', '33']","['28', '36']",0.06,0.34,1.05
"['33', '36']","['8', '28']",0.06,0.29,1.16
"['8', '28']","['33', '36']",0.06,0.22,1.16
"['8', '33', '28']",['36'],0.06,0.63,1.0
"['33', '28', '36']",['8'],0.06,0.54,1.09
"['8', '33', '36']",['28'],0.06,0.53,1.08
"['8', '28', '36']",['33'],0.06,0.33,1.1
"['33', '21']",['39'],0.05,0.53,1.17
"['33', '39']",['21'],0.05,0.34,1.08
"['21', '39']",['33'],0.05,0.33,1.1
"['33', '35']","['11', '38']",0.06,0.46,1.12
"['33', '11']","['35', '38']",0.06,0.33,1.14
"['33', '38']","['11', '35']",0.06,0.24,1.17
"['11', '35']","['33', '38']",0.06,0.27,1.17
"['11', '33', '35']",['38'],0.06,0.78,1.03
"['33', '35', '38']",['11'],0.06,0.58,1.11
"['33', '11', '38']",['35'],0.06,0.42,1.15
"['11', '35', '38']",['33'],0.06,0.34,1.13
['33'],"['43', '28']",0.06,0.21,1.03
"['33', '43']",['28'],0.06,0.53,1.09
"['33', '28']",['43'],0.06,0.41,1.03
"['43', '28']",['33'],0.06,0.31,1.03
['33'],"['14', '39']",0.07,0.22,1.17
"['33', '14']",['39'],0.07,0.51,1.12
"['33', '39']",['14'],0.07,0.45,1.15
"['14', '39']",['33'],0.07,0.35,1.17
"['33', '17']","['11', '36']",0.05,0.37,1.08
"['33', '11']","['17', '36']",0.05,0.32,1.09
"['33', '36']","['17', '11']",0.05,0.28,1.13
"['17', '11']","['33', '36']",0.05,0.22,1.13
"['33', '11', '17']",['36'],0.05,0.65,1.03
"['33', '36', '17']",['11'],0.05,0.57,1.09
"['33', '11', '36']",['17'],0.05,0.51,1.11
"['17', '11', '36']",['33'],0.05,0.32,1.07
['33'],"['3', '36', '38']",0.08,0.27,1.08
"['33', '3']","['36', '38']",0.08,0.52,1.08
"['33', '36']","['3', '38']",0.08,0.42,1.13
"['33', '38']","['3', '36']",0.08,0.35,1.11
"['3', '36']","['33', '38']",0.08,0.26,1.11
"['3', '38']","['33', '36']",0.08,0.22,1.13
"['33', '3', '36']",['38'],0.08,0.8,1.06
"['33', '3', '38']",['36'],0.08,0.67,1.07
"['33', '36', '38']",['3'],0.08,0.54,1.11
"['3', '36', '38']",['33'],0.08,0.33,1.08
['33'],"['40', '28', '38']",0.06,0.21,1.13
"['40', '33']","['28', '38']",0.06,0.43,1.15
"['33', '28']","['40', '38']",0.06,0.4,1.12
"['33', '38']","['40', '28']",0.06,0.27,1.17
"['40', '28']","['33', '38']",0.06,0.27,1.17
"['40', '33', '28']",['38'],0.06,0.82,1.09
"['40', '33', '38']",['28'],0.06,0.55,1.12
"['33', '28', '38']",['40'],0.06,0.5,1.1
"['40', '28', '38']",['33'],0.06,0.34,1.13
"['33', '43']",['9'],0.06,0.49,1.13
"['33', '9']",['43'],0.06,0.43,1.08
"['9', '43']",['33'],0.06,0.32,1.07
['33'],"['3', '14']",0.07,0.22,1.16
"['33', '14']",['3'],0.07,0.51,1.04
"['33', '3']",['14'],0.07,0.43,1.09
"['3', '14']",['33'],0.07,0.35,1.16
"['33', '9']","['28', '36']",0.05,0.36,1.14
"['33', '28']","['9', '36']",0.05,0.32,1.17
"['33', '36']","['9', '28']",0.05,0.26,1.2
"['9', '28']","['33', '36']",0.05,0.23,1.2
"['33', '28', '9']",['36'],0.05,0.68,1.09
"['33', '36', '9']",['28'],0.05,0.54,1.11
"['33', '28', '36']",['9'],0.05,0.5,1.14
"['9', '28', '36']",['33'],0.05,0.35,1.16
['33'],"['11', '36']",0.11,0.35,1.03
['11'],"['33', '36']",0.11,0.2,1.07
"['33', '11']",['36'],0.11,0.63,1.01
"['33', '36']",['11'],0.11,0.56,1.07
"['11', '36']",['33'],0.11,0.31,1.03
"['8', '33']","['11', '36', '38']",0.05,0.3,1.13
"['33', '11']","['8', '36', '38']",0.05,0.3,1.16
"['33', '36']","['8', '11', '38']",0.05,0.26,1.19
"['33', '38']","['8', '11', '36']",0.05,0.22,1.19
"['8', '33', '11']","['36', '38']",0.05,0.51,1.04
"['8', '33', '36']","['11', '38']",0.05,0.48,1.17
"['8', '33', '38']","['11', '36']",0.05,0.39,1.15
"['33', '11', '36']","['8', '38']",0.05,0.47,1.22
"['33', '11', '38']","['8', '36']",0.05,0.38,1.19
"['33', '36', '38']","['8', '11']",0.05,0.33,1.2
"['8', '11', '36']","['33', '38']",0.05,0.28,1.19
"['8', '11', '38']","['33', '36']",0.05,0.23,1.19
"['8', '33', '11', '36']",['38'],0.05,0.82,1.08
"['8', '33', '11', '38']",['36'],0.05,0.64,1.02
"['8', '33', '36', '38']",['11'],0.05,0.59,1.14
"['33', '11', '36', '38']",['8'],0.05,0.6,1.2
"['8', '11', '36', '38']",['33'],0.05,0.34,1.13
['33'],"['3', '28']",0.09,0.28,1.13
"['33', '3']",['28'],0.09,0.55,1.13
"['33', '28']",['3'],0.09,0.55,1.12
"['3', '28']",['33'],0.09,0.34,1.13
['33'],"['17', '39']",0.07,0.24,1.12
"['33', '17']",['39'],0.07,0.49,1.09
"['33', '39']",['17'],0.07,0.49,1.07
"['17', '39']",['33'],0.07,0.34,1.12
['33'],"['9', '47']",0.07,0.23,1.11
"['33', '9']",['47'],0.07,0.51,1.14
"['33', '47']",['9'],0.07,0.49,1.13
"['9', '47']",['33'],0.07,0.34,1.11
['33'],"['36', '38', '39']",0.08,0.26,1.11
"['33', '39']","['36', '38']",0.08,0.53,1.1
"['33', '36']","['38', '39']",0.08,0.41,1.17
"['33', '38']","['36', '39']",0.08,0.34,1.15
"['36', '39']","['33', '38']",0.08,0.27,1.15
"['38', '39']","['33', '36']",0.08,0.22,1.17
"['33', '36', '39']",['38'],0.08,0.82,1.09
"['33', '38', '39']",['36'],0.08,0.67,1.06
"['33', '36', '38']",['39'],0.08,0.52,1.16
"['36', '38', '39']",['33'],0.08,0.34,1.11
"['33', '29']","['17', '38']",0.05,0.43,1.19
"['33', '17']","['29', '38']",0.05,0.34,1.12
"['33', '38']","['17', '29']",0.05,0.22,1.15
"['17', '29']","['33', '38']",0.05,0.27,1.15
"['33', '29', '17']",['38'],0.05,0.87,1.15
"['33', '29', '38']",['17'],0.05,0.54,1.18
"['38', '33', '17']",['29'],0.05,0.42,1.06
"['17', '29', '38']",['33'],0.05,0.33,1.08
['33'],"['11', '35']",0.07,0.24,1.15
"['33', '35']",['11'],0.07,0.59,1.12
"['33', '11']",['35'],0.07,0.42,1.14
"['11', '35']",['33'],0.07,0.35,1.15
['33'],"['17', '38', '39']",0.06,0.2,1.19
"['33', '17']","['38', '39']",0.06,0.41,1.17
"['33', '39']","['17', '38']",0.06,0.41,1.15
"['33', '38']","['17', '39']",0.06,0.26,1.22
"['17', '39']","['33', '38']",0.06,0.28,1.22
"['33', '17', '39']",['38'],0.06,0.84,1.11
"['38', '33', '17']",['39'],0.06,0.5,1.11
"['33', '38', '39']",['17'],0.06,0.52,1.13
"['17', '38', '39']",['33'],0.06,0.36,1.19
['33'],"['17', '3']",0.08,0.25,1.09
"['33', '17']",['3'],0.08,0.52,1.07
"['33', '3']",['17'],0.08,0.49,1.07
"['17', '3']",['33'],0.08,0.33,1.09
['33'],"['38', '39']",0.12,0.39,1.1
['39'],"['33', '38']",0.12,0.26,1.11
"['33', '39']",['38'],0.12,0.8,1.05
"['33', '38']",['39'],0.12,0.51,1.11
"['38', '39']",['33'],0.12,0.33,1.1
"['33', '14']","['38', '47']",0.06,0.42,1.2
"['33', '47']","['38', '14']",0.06,0.38,1.24
"['33', '38']","['14', '47']",0.06,0.24,1.31
"['14', '47']","['33', '38']",0.06,0.3,1.31
"['33', '14', '47']",['38'],0.06,0.82,1.08
"['38', '33', '14']",['47'],0.06,0.52,1.16
"['33', '38', '47']",['14'],0.06,0.49,1.23
"['38', '14', '47']",['33'],0.06,0.38,1.27
"['33', '9']","['3', '38']",0.06,0.43,1.13
"['33', '3']","['9', '38']",0.06,0.38,1.14
"['33', '38']","['9', '3']",0.06,0.25,1.15
"['9', '3']","['33', '38']",0.06,0.27,1.15
"['33', '3', '9']",['38'],0.06,0.83,1.1
"['38', '33', '9']",['3'],0.06,0.53,1.09
"['33', '3', '38']",['9'],0.06,0.49,1.13
"['9', '3', '38']",['33'],0.06,0.34,1.11
"['8', '33']","['48', '11']",0.06,0.36,1.24
"['48', '33']","['8', '11']",0.06,0.34,1.23
"['33', '11']","['8', '48']",0.06,0.35,1.28
"['8', '48']","['33', '11']",0.06,0.22,1.28
"['8', '11']","['48', '33']",0.06,0.21,1.23
"['48', '11']","['8', '33']",0.06,0.2,1.24
"['8', '33', '48']",['11'],0.06,0.62,1.19
"['8', '33', '11']",['48'],0.06,0.6,1.12
"['48', '33', '11']",['8'],0.06,0.59,1.18
"['8', '48', '11']",['33'],0.06,0.37,1.22
['33'],"['8', '48']",0.1,0.32,1.16
"['8', '33']",['48'],0.1,0.58,1.09
"['48', '33']",['8'],0.1,0.55,1.11
"['8', '48']",['33'],0.1,0.35,1.16
['33'],"['8', '38', '47']",0.06,0.2,1.12
"['33', '47']","['8', '38']",0.06,0.43,1.11
"['8', '33']","['38', '47']",0.06,0.37,1.07
"['33', '38']","['8', '47']",0.06,0.26,1.16
"['8', '47']","['33', '38']",0.06,0.27,1.16
"['8', '33', '47']",['38'],0.06,0.79,1.05
"['33', '38', '47']",['8'],0.06,0.54,1.09
"['8', '33', '38']",['47'],0.06,0.48,1.08
"['8', '38', '47']",['33'],0.06,0.34,1.12
['33'],"['21', '38']",0.08,0.25,1.0
['21'],"['33', '38']",0.08,0.24,1.02
"['33', '21']",['38'],0.08,0.79,1.04
"['33', '38']",['21'],0.08,0.32,1.02
"['21', '38']",['33'],0.08,0.3,1.0
['33'],"['40', '48']",0.08,0.27,1.09
"['40', '33']",['48'],0.08,0.57,1.08
"['48', '33']",['40'],0.08,0.48,1.04
"['40', '48']",['33'],0.08,0.33,1.09
['33'],"['40', '47']",0.07,0.24,1.15
"['40', '33']",['47'],0.07,0.5,1.12
"['33', '47']",['40'],0.07,0.5,1.09
"['40', '47']",['33'],0.07,0.35,1.15
['33'],"['43', '36']",0.08,0.26,0.97
"['33', '43']",['36'],0.08,0.65,1.03
"['33', '36']",['43'],0.08,0.41,1.03
"['43', '36']",['33'],0.08,0.29,0.97
"['33', '43']","['48', '36']",0.05,0.44,1.3
"['33', '36']","['48', '43']",0.05,0.28,1.23
"['48', '33']","['43', '36']",0.05,0.31,1.14
"['48', '43']","['33', '36']",0.05,0.24,1.23
"['33', '43', '36']",['48'],0.05,0.67,1.27
"['48', '33', '43']",['36'],0.05,0.67,1.07
"['48', '33', '36']",['43'],0.05,0.47,1.18
"['48', '43', '36']",['33'],0.05,0.36,1.18
['33'],"['28', '38', '47']",0.06,0.21,1.14
"['33', '47']","['28', '38']",0.06,0.44,1.17
"['33', '28']","['38', '47']",0.06,0.41,1.17
"['33', '38']","['28', '47']",0.06,0.27,1.2
"['28', '47']","['33', '38']",0.06,0.28,1.2
"['33', '28', '47']",['38'],0.06,0.83,1.09
"['33', '38', '47']",['28'],0.06,0.56,1.15
"['33', '28', '38']",['47'],0.06,0.52,1.16
"['28', '38', '47']",['33'],0.06,0.35,1.14
"['33', '17']","['3', '36']",0.05,0.35,1.13
"['33', '3']","['17', '36']",0.05,0.34,1.14
"['33', '36']","['17', '3']",0.05,0.27,1.19
"['17', '3']","['33', '36']",0.05,0.23,1.19
"['33', '3', '17']",['36'],0.05,0.68,1.09
"['33', '36', '17']",['3'],0.05,0.55,1.13
"['33', '3', '36']",['17'],0.05,0.51,1.12
"['17', '3', '36']",['33'],0.05,0.35,1.16
"['33', '39']","['48', '36']",0.06,0.38,1.14
"['48', '33']","['36', '39']",0.06,0.33,1.11
"['33', '36']","['48', '39']",0.06,0.3,1.19
"['48', '39']","['33', '36']",0.06,0.23,1.19
"['48', '33', '39']",['36'],0.06,0.67,1.07
"['33', '36', '39']",['48'],0.06,0.59,1.11
"['48', '33', '36']",['39'],0.06,0.5,1.11
"['48', '36', '39']",['33'],0.06,0.35,1.16
['33'],"['35', '28']",0.07,0.23,1.16
"['33', '35']",['28'],0.07,0.57,1.16
"['33', '28']",['35'],0.07,0.44,1.19
"['35', '28']",['33'],0.07,0.35,1.16
"['33', '43']","['11', '38']",0.05,0.45,1.09
"['33', '11']","['43', '38']",0.05,0.32,1.02
"['33', '38']","['11', '43']",0.05,0.23,1.08
"['11', '43']","['33', '38']",0.05,0.25,1.08
"['11', '33', '43']",['38'],0.05,0.81,1.07
"['33', '43', '38']",['11'],0.05,0.56,1.07
"['33', '11', '38']",['43'],0.05,0.41,1.03
"['11', '43', '38']",['33'],0.05,0.31,1.03
['33'],"['3', '36']",0.1,0.33,1.07
['3'],"['33', '36']",0.1,0.21,1.09
"['33', '3']",['36'],0.1,0.65,1.04
"['33', '36']",['3'],0.1,0.53,1.09
"['3', '36']",['33'],0.1,0.32,1.07
"['33', '35']",['40'],0.06,0.49,1.07
"['40', '33']",['35'],0.06,0.42,1.13
"['40', '35']",['33'],0.06,0.33,1.1
"['33', '35']","['8', '38']",0.05,0.44,1.14
"['8', '33']","['35', '38']",0.05,0.32,1.13
"['33', '38']","['8', '35']",0.05,0.23,1.18
"['8', '35']","['33', '38']",0.05,0.28,1.18
"['8', '33', '35']",['38'],0.05,0.8,1.05
"['33', '35', '38']",['8'],0.05,0.56,1.12
"['8', '33', '38']",['35'],0.05,0.42,1.13
"['8', '35', '38']",['33'],0.05,0.35,1.14
['33'],"['40', '11', '38']",0.07,0.23,1.11
"['40', '33']","['11', '38']",0.07,0.48,1.18
"['33', '11']","['40', '38']",0.07,0.41,1.15
"['33', '38']","['40', '11']",0.07,0.3,1.16
"['40', '11']","['33', '38']",0.07,0.27,1.16
"['40', '33', '11']",['38'],0.07,0.82,1.08
"['40', '33', '38']",['11'],0.07,0.61,1.16
"['33', '11', '38']",['40'],0.07,0.53,1.15
"['40', '11', '38']",['33'],0.07,0.34,1.11
['33'],"['48', '36', '38']",0.09,0.29,1.1
"['48', '33']","['36', '38']",0.09,0.52,1.06
"['33', '36']","['48', '38']",0.09,0.47,1.13
